,title,split_title
4702,厂房租金和水电费的发票可以抵扣吗,厂房 租金 水电费 发票 抵扣
4703,老师，委托加工的产品A.B两种。在核算产品成本时，公司人员工资需要分摊进制造费用在到主营业务成本里么？因为公司就5-6个人，没具体分部门，只是分工不同,老师 委托 加工 产品 B 两种 核算 产品成本 时 公司 人员 工资 分摊 进 制造费用 主营业务 成本 里 公司 个人 分 部门 分工
4704,公司租用的是国控单位的房间，房租只给开了收据，可以入账吗？必须要开发票吗？,公司 租用 国控 单位 房间 房租 开 收据 入账 开发票
4705,老师：民办学校购买教材费如何写会计分录,老师 民办学校 购买 教材费 写 会计分录
4706,老师我们老板的私车但是费用公司报销的需要签个租赁协议什么的么？因为感觉这部分的费用税务局到时候会认为个人行为不给税前扣除的吧,老师 老板 私车 费用 公司 报销 签个 租赁 协议 感觉 这部分 费用 税务局 到时候 个人行为 税前 扣除
4707,请问老师，我是初学者，目前想接家公司账务，是建筑行业，他是挂靠的，自己想独立核算，只有一个挂靠公司的项目章，请问这样可以独立核算吗？还需不需要办营业执照之类的，报税怎么处理呢,请问 老师 初学者 想 接家 公司 账务 建筑行业 挂靠 想 独立核算 挂靠 公司 项目 章 请问 独立核算 需不需要 办 营业执照 报税
4708,民办学校购教材费会计分录怎么写,民办学校 购 教材费 会计分录 写
4709,就是冲扩费产生的明细单,冲扩 费 明细单
4710,购买低值为什么贷方记到其他应收款厂长的账户？,购买 低值 为什么 贷方 记到 应收款 厂长 账户
4711,老师，请问，中国人有身份证号，报个税劳务可以用护照吗？,老师 请问 中国 人有 身份证号 报个 税 劳务 护照
4712,光大永明人寿保险公司。是交增值税还是营业税？其他还要交什么税的？税率分别多少？,光大 永明 人寿保险 公司 交 增值税 营业税 交 税 税率
4713,我单位厂房出租，预收了12个月的租金12万元，也给对方开了发票，请问收入如何确认？是一次性确认？还是分月确认？增值税在什么时间交呢？,单位 厂房 出租 预收 12 月 租金 12 万元 开 发票 请问 收入 确认 一次性 确认 分月 确认 增值税 时间 交
4714,老师，原来法人跟公司公户上借过款，项目在外地一些费用就从他那里付了，所以账上法人也有借款，也有拿票来报销后其他应付-法人的钱，时间比较久了，我看说也不能直接就报销给法人，金额比较大，时间比较久，有什么更好的办法吗,老师 法人 公司 公户 过款 项目 外地 一些 费用 付 账上 法人 借款 拿票 报销 应付 法人 钱 时间 久 说 报销 法人 金额 时间 久 更好 办法
4715,老师好，建筑行业10月在外地预缴了税款，在本地怎么报税，要填哪几张表，我公司是小规模,老师 建筑行业 10 月 外地 预缴 税款 报税 填 几张 表 公司 小规模
4716,"老师,你好,请问研发支出与开发成本需要结转吗?",老师 你好 请问 研发 支出 开发成本 结转
4717,老师，我们有建筑安装服务范围，购买的施工材料，有的领料出库去维修自己公司的设备，请问这个需要进项税额转出吗？,老师 建筑安装 服务 购买 施工 材料 领料 出库 维修 公司 设备 请问 进项税额 转出
4718,老师公司新进以为股东，以固定资产入股，清单如图所示，清单中最终协议入股评估价值为350万，那么下面这些固定资产和工程类的价值如何入账呢，能不能把这笔入账分录详细的做出来让我看看，一点都不懂,老师 公司 新进 股东 固定资产 入股 清单 如图所示 清单 中 最终 协议 入股 评估 价值 350 万 固定资产 工程 类 价值 入账 这笔 入账 分录 详细 做 一点 懂
4719,老师，什么是财税资格证，他的用处是什么？,老师 财税 资格证 用处
4720,老师，社保局的稳岗补贴怎么做账？会计分录是怎么做？,老师 社保局 稳岗 补贴 做账 会计分录 做
4721,老师，公司银行收到一笔0.13元的钱，打印银行回单显示付款方是支付宝（中国）网络技术有限公司客户备付金，这个是什么钱？要怎么做分录？,老师 公司 银行 收到 一笔 0.13 元 钱 打印 银行 回单 显示 付款 方是 支付宝 中国 网络 技术 有限公司 客户 备付 金 钱 做 分录
4722,老师，购买土地自建厂房，土地和厂房分开合算还是一起计入固定资产，如何会计处理,老师 购买 土地 自建厂 房 土地 厂房 分开 合算 计入 固定资产 会计
4723,老师，去银行打印回单还用带什么资料吗？,老师 银行 打印 回单 还用 资料
4724,"某公司于2008年1月1日从租赁公司租入一套设备,价值50万元,租期5年。租赁期满预计残值10万元,归租赁公司,租赁的折现率为lo%,租金在每年年初支付,则每期租金为()元。已知(P/F,10%,5)=0.6209,(P/A,10%,4)=3.1699。badA．157734B．115519C．105017D．100000",公司 2008 年 月 日 租赁 公司 租入 一套 设备 价值 50 万元 租期 年 租赁 期满 预计 残值 10 万元 租赁 公司 租赁 折现 率为 lo% 租金 年初 支付 每期 租金 元 已知 P F 10% 0.6209 P 10% 3.1699 badA 157734B 115519C 105017D 100000
4725,是不是基本账户转出去的都要开票，不开票的可以通过一般账户？,账户 转出去 开票 开票 账户
4726,这张凭证我看不懂啥意思为什么要结转，数字怎么来的，未交增值税是什么意思？,这张 凭证 看不懂 啥意思 为什么 结转 数字 未交 增值税
4727,如果有股东有旧的设备，当作投资入股，怎么核算比较合理老师，请问修理厂设备一般按几年摊销，,股东 旧 设备 当作 投资 入股 核算 老师 请问 修理厂 设备 几年 摊销
4728,会计证网上年检要学习吗？要考试吗,会计证 网上 年检 学习 考试
4729,老师抄账时本年利润科目需要抄进明细账里还是只在总账里抄就行？,老师 抄账 时本 年 利润 科目 抄进 明细账 里 总账 里 抄 行
4730,哪些福利费需要分配到职工薪酬，哪些不用呢,福利费 分配 职工 薪酬 不用
4731,工程类公司附加税需要交哪些？分别是多少？,工程 类 公司 附加税 交
4732,老师，我想问一个个人独资企业，在交个税时是按法人名义交吗？法人为:李某，那我收入那里填什么，扣除项目那里填什么，能不能按我给出的图片填一下呢？例主营收入为150000，成本费用税费为140000，,老师 想 问 个人独资 企业 交个 税时 法人 名义 交 法人 李某 收入 填 扣除 项目 填 给出 图片 填 例 主营 收入 150000 成本费用 税费 140000
4733,老师，A公司和B公司是一个老板，但两家公司独立核算，现在B公司要租赁A公司的大楼作为厂房，对B公司来说，是按经营租赁合算还是按融资租赁合算？,老师 公司 B 公司 老板 两家 公司 独立核算 B 公司 租赁 公司 大楼 厂房 B 公司 经营 租赁 合算 融资 租赁 合算
4734,你好，我问一下，我是小规模纳税人，2016年9月收到一笔款1万多，对方没索要发票，当不开票收入交过增值税了。2017年11月份，对方想要发票，还能给开吗？,你好 问 小规模 纳税人 2016 年 月 收到 一笔 款 万多 索要 发票 开票 收入 交 增值税 2017 年 11 月份 想要 发票 开
4735,老师，租赁的厂房冷库，租赁多少年是融资租赁？,老师 租赁 厂房 冷库 租赁 年 融资 租赁
4736,上个月忘记开发票。小规模公司，怎么办？,上个月 忘记 开发票 小规模 公司
4737,养殖类的不是免税I吗？怎么购买物料消耗桶装的水还要交3%的税率呢？,养殖 类 免税 I 购买 物料 消耗 桶装 水 交 3% 税率
4738,老师进口材料的增值税和国内材料的增值税，都用应交税费-应交增值税-进项税表示吧，不用在列进口增值税了吧？,老师 进口 材料 增值税 国内 材料 增值税 应交 税费 应交 增值税 进项 税 不用 列 进口 增值税
4739,老师，我们公司4月份买设备，5月付首笔定金（占总额20%），6月设备到我们公司，8月我们追加一笔定金（占总额10%），剩余70%款项未付，销售方一直到10月都未开发票，那么我该怎么做账，发票没到，固定资产要怎么入账,老师 公司 月份 买 设备 月付 首笔 定金 占 总额 20% 月 设备 公司 月 追加 一笔 定金 占 总额 10% 剩余 70% 款项 未付 销售方 10 月 未 开发票 我该 做账 发票 固定资产 入账
4740,比如喷绘条幅能走这个冲扩费吗,喷绘 条幅 走 冲扩 费
4741,老师，公司为影视公司小规模纳税人，城市的，开票270万，3%税率，管理费用工资部份6万，其他没有，请问有哪些税需要交的，分别是多少，谢谢,老师 公司 影视 公司 小规模 纳税人 城市 开票 270 万 3% 税率 管理费用 工资 部份 万 请问 税 交 谢谢
4742,我们是产品进口，会去银行购汇的，那要设外汇银行账吗但是我们没有外汇账号，直接购汇后就汇给国外客户了,产品 进口 银行 购汇 那要 设 外汇 银行账 外汇 账号 购汇 汇给 国外 客户
4743,固定资产进项税额抵扣情况表，是不是只填记账时记入固定资产的，记入管理费用，在建工程的都不填在这里？,固定资产 进项税额 抵扣 情况表 填 记账 时 记入 固定资产 记入 管理费用 在建 工程 填
4744,老师，我问得是人员工资需要怎么处理？需要分摊到委托加工产品里面吗？我们没有自己工厂，是委托别人加工,老师 问得 人员 工资 分摊 委托 加工 产品 工厂 委托 加工
4745,请问下老师，增值税是交增值部分的税，假设购进300元，卖出1000元，按道理交的就是700*17%的、但是最后一步，消费者花1000元购买，还要交1000*17%的税金给企业代缴。即便企业会把之前的300*17%扣除再交，但是最终的消费者不还是拿出了1000*17%去交税吗？,请问 老师 增值税 交 增值 税 假设 购进 300 元 卖出 1000 元 道理 交 700 17% 一步 消费者 花 1000 元 购买 交 1000 17% 税金 企业 代缴 企业 300 17% 扣除 再交 最终 消费者 拿出 1000 17% 交税
4746,老师我们公司在网店上卖水果，这个行业增值税税负和企业所得税税负一般是多少？,老师 公司 网店 上卖 水果 行业 增值税 税负 企业 所得税 税负
